tweet_id,image_numero,stance_target,stance_label
1069670746555932673,0,Merger and acquisition between CVS Health and Aetna.,Support
1050539053513404416,0,Merger and acquisition between CVS Health and Aetna.,Support
952059325769400320,0,Merger and acquisition between CVS Health and Aetna.,Comment
937889156298170368,0,Merger and acquisition between CVS Health and Aetna.,Refute
943233081992867840,0,Merger and acquisition between CVS Health and Aetna.,Comment
939309675996110848,0,Merger and acquisition between CVS Health and Aetna.,Support
1071993865631076354,0,Merger and acquisition between CVS Health and Aetna.,Refute
938362394778116102,0,Merger and acquisition between CVS Health and Aetna.,Comment
940570692021510144,0,Merger and acquisition between CVS Health and Aetna.,Comment
927580530396291073,0,Merger and acquisition between CVS Health and Aetna.,Comment
1047600457361891335,0,Merger and acquisition between CVS Health and Aetna.,Support
946427465424965633,0,Merger and acquisition between CVS Health and Aetna.,Comment
936671517106163714,0,Merger and acquisition between CVS Health and Aetna.,Comment
923641434909093890,0,Merger and acquisition between CVS Health and Aetna.,Support
1019530737438154752,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
923653929476517888,0,Merger and acquisition between CVS Health and Aetna.,Comment
1054384106245685248,0,Merger and acquisition between CVS Health and Aetna.,Comment
929642474854895617,0,Merger and acquisition between CVS Health and Aetna.,Comment
935900362011299844,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
934903348968468481,0,Merger and acquisition between CVS Health and Aetna.,Comment
1037718773137125376,0,Merger and acquisition between CVS Health and Aetna.,Support
945927332388327424,0,Merger and acquisition between CVS Health and Aetna.,Comment
940584585259229184,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
1068888702875664384,0,Merger and acquisition between CVS Health and Aetna.,Support
1050461034274836483,0,Merger and acquisition between CVS Health and Aetna.,Support
991648619139870721,0,Merger and acquisition between CVS Health and Aetna.,Comment
856526963598557184,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
936259461550956544,0,Merger and acquisition between CVS Health and Aetna.,Support
1058086839066783745,0,Merger and acquisition between CVS Health and Aetna.,Support
958784564175962112,0,Merger and acquisition between CVS Health and Aetna.,Comment
937669336659058688,0,Merger and acquisition between CVS Health and Aetna.,Support
937669336659058688,1,Merger and acquisition between CVS Health and Aetna.,Support
1042112844135837697,0,Merger and acquisition between CVS Health and Aetna.,Comment
947505135483269120,0,Merger and acquisition between CVS Health and Aetna.,Support
1068609115524661248,0,Merger and acquisition between CVS Health and Aetna.,Support
1074083683634765824,0,Merger and acquisition between CVS Health and Aetna.,Support
950439188213764096,0,Merger and acquisition between CVS Health and Aetna.,Comment
923673372017483776,0,Merger and acquisition between CVS Health and Aetna.,Support
937657326336487424,0,Merger and acquisition between CVS Health and Aetna.,Support
949015486712426501,0,Merger and acquisition between CVS Health and Aetna.,Support
928643648987676673,0,Merger and acquisition between CVS Health and Aetna.,Comment
937738023646650368,0,Merger and acquisition between CVS Health and Aetna.,Comment
924816643418705920,0,Merger and acquisition between CVS Health and Aetna.,Comment
1073313247552507904,0,Merger and acquisition between CVS Health and Aetna.,Comment
1009454354863132676,0,Merger and acquisition between CVS Health and Aetna.,Refute
943505061115723776,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
943505061115723776,1,Merger and acquisition between CVS Health and Aetna.,Unrelated
941095724594421760,0,Merger and acquisition between CVS Health and Aetna.,Support
1011124083579346945,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
1038472194874064896,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
988975819203731457,0,Merger and acquisition between CVS Health and Aetna.,Support
928356460555272193,0,Merger and acquisition between CVS Health and Aetna.,Comment
1048468010468605952,0,Merger and acquisition between CVS Health and Aetna.,Support
944185260845289472,0,Merger and acquisition between CVS Health and Aetna.,Support
944185260845289472,1,Merger and acquisition between CVS Health and Aetna.,Support
1002132795702022145,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
938981472974671879,0,Merger and acquisition between CVS Health and Aetna.,Support
999980596356108288,0,Merger and acquisition between CVS Health and Aetna.,Comment
971084176580579329,0,Merger and acquisition between CVS Health and Aetna.,Support
974019163323760640,0,Merger and acquisition between CVS Health and Aetna.,Support
921463177451331585,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
1050204474709426176,0,Merger and acquisition between CVS Health and Aetna.,Support
1053360654193696771,0,Merger and acquisition between CVS Health and Aetna.,Support
861998210948239361,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
1050342774644645889,0,Merger and acquisition between CVS Health and Aetna.,Support
938567257269194753,0,Merger and acquisition between CVS Health and Aetna.,Comment
938185622858158081,0,Merger and acquisition between CVS Health and Aetna.,Comment
956180899997126656,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
970649894212968449,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
987329723092041729,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
943404436776353792,0,Merger and acquisition between CVS Health and Aetna.,Comment
939345620913049600,0,Merger and acquisition between CVS Health and Aetna.,Comment
937773589155037184,0,Merger and acquisition between CVS Health and Aetna.,Comment
936259495386402816,0,Merger and acquisition between CVS Health and Aetna.,Comment
1053587341304971264,0,Merger and acquisition between CVS Health and Aetna.,Refute
836987399880179712,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
937790758165405698,0,Merger and acquisition between CVS Health and Aetna.,Comment
936321112094461952,0,Merger and acquisition between CVS Health and Aetna.,Support
926130608597864448,0,Merger and acquisition between CVS Health and Aetna.,Comment
1057296739923767297,0,Merger and acquisition between CVS Health and Aetna.,Support
938192512560148480,0,Merger and acquisition between CVS Health and Aetna.,Comment
936269069568954368,0,Merger and acquisition between CVS Health and Aetna.,Support
854998280996040704,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
1052751065110761473,0,Merger and acquisition between CVS Health and Aetna.,Support
926997503576281093,0,Merger and acquisition between CVS Health and Aetna.,Refute
940342221596798976,0,Merger and acquisition between CVS Health and Aetna.,Comment
943209600412610560,0,Merger and acquisition between CVS Health and Aetna.,Comment
938087290500534275,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
937658479296303106,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
929019671063412736,0,Merger and acquisition between CVS Health and Aetna.,Comment
1012555132788199424,0,Merger and acquisition between CVS Health and Aetna.,Comment
943510576411508737,0,Merger and acquisition between CVS Health and Aetna.,Comment
951109709330751488,0,Merger and acquisition between CVS Health and Aetna.,Unrelated
963390855166943232,0,Merger and acquisition between CVS Health and Aetna.,Comment
